instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,casual_daily,registered_daily,cnt_daily
15168,2012-09-29,Winter,2012,September,4,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.52,0.5,0.59,0.2537,6,8,14,2589,5966,8555
15169,2012-09-29,Winter,2012,September,5,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5,0.4848,0.63,0.194,2,13,15,2589,5966,8555
15170,2012-09-29,Winter,2012,September,6,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5,0.4848,0.63,0.2537,4,33,37,2589,5966,8555
15171,2012-09-29,Winter,2012,September,7,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.48,0.4697,0.67,0.2836,12,61,73,2589,5966,8555
15172,2012-09-29,Winter,2012,September,8,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5,0.4848,0.68,0.2836,37,174,211,2589,5966,8555
15173,2012-09-29,Winter,2012,September,9,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5,0.4848,0.63,0.194,69,263,332,2589,5966,8555
15174,2012-09-29,Winter,2012,September,10,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.54,0.5152,0.56,0.2537,134,338,472,2589,5966,8555
15175,2012-09-29,Winter,2012,September,11,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.56,0.5303,0.52,0.2836,217,446,663,2589,5966,8555
15176,2012-09-29,Winter,2012,September,12,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.6212,0.41,0.2985,191,491,682,2589,5966,8555
15177,2012-09-29,Winter,2012,September,13,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.6212,0.41,0.2985,233,453,686,2589,5966,8555
15178,2012-09-29,Winter,2012,September,14,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.6212,0.4,0.2537,302,448,750,2589,5966,8555
15179,2012-09-29,Winter,2012,September,15,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.6212,0.43,0.2537,271,456,727,2589,5966,8555
15180,2012-09-29,Winter,2012,September,16,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.6212,0.41,0.2537,275,447,722,2589,5966,8555
15181,2012-09-29,Winter,2012,September,17,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.6212,0.38,0.3582,256,456,712,2589,5966,8555
15182,2012-09-29,Winter,2012,September,18,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.56,0.5303,0.46,0.194,174,420,594,2589,5966,8555
15183,2012-09-29,Winter,2012,September,19,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.52,0.5,0.55,0.1642,119,351,470,2589,5966,8555
15184,2012-09-29,Winter,2012,September,20,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.52,0.5,0.55,0.194,88,227,315,2589,5966,8555
15185,2012-09-29,Winter,2012,September,21,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.52,0.5,0.55,0.1343,73,219,292,2589,5966,8555
15186,2012-09-29,Winter,2012,September,22,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5,0.4848,0.63,0.1045,48,173,221,2589,5966,8555
15187,2012-09-29,Winter,2012,September,23,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5,0.4848,0.59,0.0896,35,161,196,2589,5966,8555
15188,2012-09-30,Winter,2012,September,0,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5,0.4848,0.59,0.0,35,112,147,2015,4874,6889
15189,2012-09-30,Winter,2012,September,1,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5,0.4848,0.59,0.0,31,85,116,2015,4874,6889
15190,2012-09-30,Winter,2012,September,2,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.48,0.4697,0.63,0.0,21,71,92,2015,4874,6889
15191,2012-09-30,Winter,2012,September,3,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.46,0.4545,0.67,0.0896,17,41,58,2015,4874,6889
15192,2012-09-30,Winter,2012,September,4,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.46,0.4545,0.67,0.0896,1,6,7,2015,4874,6889
15193,2012-09-30,Winter,2012,September,5,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.44,0.4394,0.72,0.0,1,9,10,2015,4874,6889
15194,2012-09-30,Winter,2012,September,6,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.44,0.4394,0.72,0.0896,2,20,22,2015,4874,6889
15195,2012-09-30,Winter,2012,September,7,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.44,0.4394,0.77,0.0,14,43,57,2015,4874,6889
15196,2012-09-30,Winter,2012,September,8,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.48,0.4697,0.67,0.1045,18,126,144,2015,4874,6889
15197,2012-09-30,Winter,2012,September,9,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.52,0.5,0.63,0.1045,74,211,285,2015,4874,6889
15198,2012-09-30,Winter,2012,September,10,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.58,0.5455,0.46,0.1642,160,319,479,2015,4874,6889
15199,2012-09-30,Winter,2012,September,11,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.6212,0.43,0.2239,222,369,591,2015,4874,6889
15200,2012-09-30,Winter,2012,September,12,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.6212,0.41,0.2985,206,474,680,2015,4874,6889
15201,2012-09-30,Winter,2012,September,13,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.6212,0.41,0.2537,180,414,594,2015,4874,6889
15202,2012-09-30,Winter,2012,September,14,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.6212,0.41,0.2537,208,404,612,2015,4874,6889
15203,2012-09-30,Winter,2012,September,15,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.6212,0.36,0.2537,230,419,649,2015,4874,6889
15204,2012-09-30,Winter,2012,September,16,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.6212,0.36,0.2239,202,446,648,2015,4874,6889
15205,2012-09-30,Winter,2012,September,17,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.6212,0.35,0.2836,195,380,575,2015,4874,6889
15206,2012-09-30,Winter,2012,September,18,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.52,0.5,0.59,0.4478,91,310,401,2015,4874,6889
15207,2012-09-30,Winter,2012,September,19,0,Sunday,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.5,0.4848,0.72,0.1343,34,223,257,2015,4874,6889
15208,2012-09-30,Winter,2012,September,20,0,Sunday,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.5,0.4848,0.72,0.1343,31,163,194,2015,4874,6889
15209,2012-09-30,Winter,2012,September,21,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5,0.4848,0.68,0.0,19,104,123,2015,4874,6889
15210,2012-09-30,Winter,2012,September,22,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.48,0.4697,0.72,0.0,15,76,91,2015,4874,6889
15211,2012-09-30,Winter,2012,September,23,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.48,0.4697,0.72,0.0896,8,49,57,2015,4874,6889
15212,2012-10-01,Winter,2012,October,0,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.46,0.4545,0.72,0.1045,6,39,45,763,6015,6778
15213,2012-10-01,Winter,2012,October,1,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.44,0.4394,0.77,0.0896,5,13,18,763,6015,6778
15214,2012-10-01,Winter,2012,October,2,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.46,0.4545,0.72,0.0,6,6,12,763,6015,6778
15215,2012-10-01,Winter,2012,October,3,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.44,0.4394,0.77,0.0,1,6,7,763,6015,6778
15216,2012-10-01,Winter,2012,October,4,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.42,0.4242,0.82,0.1045,0,10,10,763,6015,6778
15217,2012-10-01,Winter,2012,October,5,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.44,0.4394,0.77,0.0,2,34,36,763,6015,6778
15218,2012-10-01,Winter,2012,October,6,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.44,0.4394,0.77,0.1045,8,147,155,763,6015,6778
15219,2012-10-01,Winter,2012,October,7,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.44,0.4394,0.77,0.1642,13,470,483,763,6015,6778
15220,2012-10-01,Winter,2012,October,8,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.46,0.4545,0.77,0.1045,40,744,784,763,6015,6778
15221,2012-10-01,Winter,2012,October,9,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.63,0.0,26,314,340,763,6015,6778
15222,2012-10-01,Winter,2012,October,10,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.54,0.5152,0.56,0.0,44,135,179,763,6015,6778
15223,2012-10-01,Winter,2012,October,11,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.58,0.5455,0.46,0.0,76,196,272,763,6015,6778
15224,2012-10-01,Winter,2012,October,12,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.6,0.6212,0.43,0.1642,61,262,323,763,6015,6778
15225,2012-10-01,Winter,2012,October,13,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.6,0.6212,0.43,0.1642,80,225,305,763,6015,6778
15226,2012-10-01,Winter,2012,October,14,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.6,0.6212,0.43,0.1045,51,193,244,763,6015,6778
15227,2012-10-01,Winter,2012,October,15,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.62,0.6212,0.43,0.1343,95,234,329,763,6015,6778
15228,2012-10-01,Winter,2012,October,16,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.62,0.6212,0.46,0.2537,51,408,459,763,6015,6778
15229,2012-10-01,Winter,2012,October,17,0,Monday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.56,0.5303,0.6,0.2537,65,791,856,763,6015,6778
15230,2012-10-01,Winter,2012,October,18,0,Monday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.56,0.5303,0.64,0.1045,42,571,613,763,6015,6778
15231,2012-10-01,Winter,2012,October,19,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.68,0.1045,33,483,516,763,6015,6778
15232,2012-10-01,Winter,2012,October,20,0,Monday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.54,0.5152,0.68,0.0,11,251,262,763,6015,6778
15233,2012-10-01,Winter,2012,October,21,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.73,0.1343,13,205,218,763,6015,6778
15234,2012-10-01,Winter,2012,October,22,0,Monday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.54,0.5152,0.77,0.0896,17,190,207,763,6015,6778
15235,2012-10-01,Winter,2012,October,23,0,Monday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.54,0.5152,0.77,0.0,17,88,105,763,6015,6778
15236,2012-10-02,Winter,2012,October,0,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.56,0.5303,0.73,0.0,1,30,31,315,4324,4639
15237,2012-10-02,Winter,2012,October,1,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.77,0.1045,0,11,11,315,4324,4639
15238,2012-10-02,Winter,2012,October,2,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.77,0.1045,0,2,2,315,4324,4639
15239,2012-10-02,Winter,2012,October,3,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.88,0.194,1,4,5,315,4324,4639
15240,2012-10-02,Winter,2012,October,4,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.56,0.5303,0.83,0.0896,2,8,10,315,4324,4639
15241,2012-10-02,Winter,2012,October,5,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.56,0.5303,0.83,0.1343,1,42,43,315,4324,4639
15242,2012-10-02,Winter,2012,October,6,0,Tuesday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.58,0.5455,0.83,0.1045,3,176,179,315,4324,4639
15243,2012-10-02,Winter,2012,October,7,0,Tuesday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.58,0.5455,0.83,0.1045,4,256,260,315,4324,4639
15244,2012-10-02,Winter,2012,October,8,0,Tuesday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.6,0.5455,0.88,0.0,6,128,134,315,4324,4639
15245,2012-10-02,Winter,2012,October,9,0,Tuesday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.58,0.5455,0.88,0.1343,3,83,86,315,4324,4639
15246,2012-10-02,Winter,2012,October,10,0,Tuesday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.58,0.5455,0.88,0.1343,3,42,45,315,4324,4639
15247,2012-10-02,Winter,2012,October,11,0,Tuesday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.58,0.5455,0.94,0.1343,7,92,99,315,4324,4639
15248,2012-10-02,Winter,2012,October,12,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.6,0.5455,0.88,0.194,6,98,104,315,4324,4639
15249,2012-10-02,Winter,2012,October,13,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.6,0.5455,0.88,0.1343,6,148,154,315,4324,4639
15250,2012-10-02,Winter,2012,October,14,0,Tuesday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.6,0.5455,0.88,0.1343,16,147,163,315,4324,4639
15251,2012-10-02,Winter,2012,October,15,0,Tuesday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.62,0.5758,0.83,0.1343,14,195,209,315,4324,4639
15252,2012-10-02,Winter,2012,October,16,0,Tuesday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.62,0.5606,0.88,0.1343,46,328,374,315,4324,4639
15253,2012-10-02,Winter,2012,October,17,0,Tuesday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.62,0.5606,0.88,0.1045,38,677,715,315,4324,4639
15254,2012-10-02,Winter,2012,October,18,0,Tuesday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.62,0.5455,0.94,0.0896,48,639,687,315,4324,4639
15255,2012-10-02,Winter,2012,October,19,0,Tuesday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.62,0.5455,0.94,0.0,27,368,395,315,4324,4639
15256,2012-10-02,Winter,2012,October,20,0,Tuesday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.62,0.5455,0.94,0.1343,20,286,306,315,4324,4639
15257,2012-10-02,Winter,2012,October,21,0,Tuesday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.62,0.5455,0.94,0.1045,24,265,289,315,4324,4639
15258,2012-10-02,Winter,2012,October,22,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.62,0.5455,0.94,0.1045,28,212,240,315,4324,4639
15259,2012-10-02,Winter,2012,October,23,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.62,0.5455,0.94,0.0,11,87,98,315,4324,4639
15260,2012-10-03,Winter,2012,October,0,0,Wednesday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.62,0.5455,0.94,0.0,5,47,52,728,6844,7572
15261,2012-10-03,Winter,2012,October,1,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.62,0.5455,0.94,0.0,3,16,19,728,6844,7572
15262,2012-10-03,Winter,2012,October,2,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.62,0.5455,0.94,0.0,2,7,9,728,6844,7572
15263,2012-10-03,Winter,2012,October,3,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.6,0.5152,0.94,0.0,0,7,7,728,6844,7572
15264,2012-10-03,Winter,2012,October,4,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.6,0.5,1.0,0.0,2,9,11,728,6844,7572
15265,2012-10-03,Winter,2012,October,5,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.62,0.5455,0.94,0.1045,2,32,34,728,6844,7572
15266,2012-10-03,Winter,2012,October,6,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.6,0.5152,0.94,0.1343,4,173,177,728,6844,7572
15267,2012-10-03,Winter,2012,October,7,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.6,0.5152,0.94,0.194,11,504,515,728,6844,7572
15268,2012-10-03,Winter,2012,October,8,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.62,0.5606,0.88,0.1045,28,781,809,728,6844,7572
15269,2012-10-03,Winter,2012,October,9,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.62,0.5758,0.83,0.194,30,332,362,728,6844,7572
15270,2012-10-03,Winter,2012,October,10,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6061,0.78,0.1642,29,146,175,728,6844,7572
15271,2012-10-03,Winter,2012,October,11,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6061,0.78,0.1642,52,178,230,728,6844,7572
15272,2012-10-03,Winter,2012,October,12,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.7,0.6515,0.7,0.1045,69,289,358,728,6844,7572
15273,2012-10-03,Winter,2012,October,13,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.7,0.6667,0.74,0.1045,55,224,279,728,6844,7572
15274,2012-10-03,Winter,2012,October,14,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.72,0.6818,0.7,0.1642,56,195,251,728,6844,7572
15275,2012-10-03,Winter,2012,October,15,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.72,0.6818,0.62,0.1642,59,260,319,728,6844,7572
15276,2012-10-03,Winter,2012,October,16,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.72,0.6667,0.58,0.0,42,436,478,728,6844,7572
15277,2012-10-03,Winter,2012,October,17,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6515,0.65,0.0,84,833,917,728,6844,7572
15278,2012-10-03,Winter,2012,October,18,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6515,0.65,0.0,54,756,810,728,6844,7572
15279,2012-10-03,Winter,2012,October,19,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6515,0.65,0.0,49,544,593,728,6844,7572
15280,2012-10-03,Winter,2012,October,20,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6515,0.65,0.0,48,449,497,728,6844,7572
15281,2012-10-03,Winter,2012,October,21,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.66,0.6212,0.74,0.0,14,195,209,728,6844,7572
15282,2012-10-03,Winter,2012,October,22,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6212,0.74,0.0,9,232,241,728,6844,7572
15283,2012-10-03,Winter,2012,October,23,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.66,0.6061,0.78,0.0,21,199,220,728,6844,7572
15284,2012-10-04,Winter,2012,October,0,0,Thursday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.64,0.5758,0.89,0.0,11,65,76,891,6437,7328
15285,2012-10-04,Winter,2012,October,1,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.62,0.5455,0.94,0.0,2,23,25,891,6437,7328
15286,2012-10-04,Winter,2012,October,2,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.5758,0.89,0.0,3,10,13,891,6437,7328
15287,2012-10-04,Winter,2012,October,3,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.62,0.5606,0.88,0.0,5,6,11,891,6437,7328
15288,2012-10-04,Winter,2012,October,4,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.64,0.5758,0.89,0.0,0,10,10,891,6437,7328
15289,2012-10-04,Winter,2012,October,5,0,Thursday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.64,0.5758,0.89,0.1045,2,37,39,891,6437,7328
15290,2012-10-04,Winter,2012,October,6,0,Thursday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.62,0.5455,0.94,0.0896,1,132,133,891,6437,7328
15291,2012-10-04,Winter,2012,October,7,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.64,0.5758,0.89,0.0896,12,379,391,891,6437,7328
15292,2012-10-04,Winter,2012,October,8,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.5758,0.89,0.0,27,711,738,891,6437,7328
15293,2012-10-04,Winter,2012,October,9,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.64,0.5758,0.89,0.194,40,319,359,891,6437,7328
15294,2012-10-04,Winter,2012,October,10,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.66,0.6061,0.83,0.1343,27,150,177,891,6437,7328
15295,2012-10-04,Winter,2012,October,11,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.7,0.6515,0.7,0.1045,38,176,214,891,6437,7328
15296,2012-10-04,Winter,2012,October,12,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.72,0.6667,0.54,0.194,57,231,288,891,6437,7328
15297,2012-10-04,Winter,2012,October,13,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.72,0.6667,0.58,0.3284,63,231,294,891,6437,7328
15298,2012-10-04,Winter,2012,October,14,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6515,0.61,0.2537,56,211,267,891,6437,7328
15299,2012-10-04,Winter,2012,October,15,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.72,0.6667,0.54,0.2836,77,248,325,891,6437,7328
15300,2012-10-04,Winter,2012,October,16,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6515,0.54,0.2836,86,411,497,891,6437,7328
15301,2012-10-04,Winter,2012,October,17,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6515,0.51,0.2239,112,789,901,891,6437,7328
15302,2012-10-04,Winter,2012,October,18,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6212,0.57,0.1045,75,812,887,891,6437,7328
15303,2012-10-04,Winter,2012,October,19,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6212,0.57,0.1045,67,467,534,891,6437,7328
15304,2012-10-04,Winter,2012,October,20,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.6061,0.65,0.1045,50,391,441,891,6437,7328
15305,2012-10-04,Winter,2012,October,21,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.6061,0.69,0.0,33,288,321,891,6437,7328
15306,2012-10-04,Winter,2012,October,22,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.6212,0.47,0.1343,29,203,232,891,6437,7328
15307,2012-10-04,Winter,2012,October,23,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.6212,0.56,0.0896,18,137,155,891,6437,7328
15308,2012-10-05,Winter,2012,October,0,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.56,0.5303,0.73,0.0,16,86,102,1516,6640,8156
15309,2012-10-05,Winter,2012,October,1,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.54,0.5152,0.68,0.1045,3,43,46,1516,6640,8156
15310,2012-10-05,Winter,2012,October,2,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.54,0.5152,0.73,0.0896,1,10,11,1516,6640,8156
15311,2012-10-05,Winter,2012,October,3,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.54,0.5152,0.73,0.0,5,11,16,1516,6640,8156
15312,2012-10-05,Winter,2012,October,4,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.54,0.5152,0.77,0.0,0,11,11,1516,6640,8156
15313,2012-10-05,Winter,2012,October,5,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.52,0.5,0.77,0.0,0,41,41,1516,6640,8156
15314,2012-10-05,Winter,2012,October,6,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.52,0.5,0.83,0.0,4,133,137,1516,6640,8156
